ko_id,pathway_id,pathway_name
K01913,map00650,Butanoate metabolism [PATH:ko00650]
K01913,map00620,Pyruvate metabolism [PATH:ko00620]
K01913,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01913,map01004,Lipid biosynthesis proteins [BR:ko01004]
K01913,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01905,map00620,Pyruvate metabolism [PATH:ko00620]
K01905,map00640,Propanoate metabolism [PATH:ko00640]
K01905,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01905,map01004,Lipid biosynthesis proteins [BR:ko01004]
K22224,map00620,Pyruvate metabolism [PATH:ko00620]
K22224,map00640,Propanoate metabolism [PATH:ko00640]
K22224,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K22224,map01004,Lipid biosynthesis proteins [BR:ko01004]
K24012,map00620,Pyruvate metabolism [PATH:ko00620]
K24012,map00640,Propanoate metabolism [PATH:ko00640]
K24012,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K24012,map01004,Lipid biosynthesis proteins [BR:ko01004]
K01785,map00052,Galactose metabolism [PATH:ko00052]
K01785,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01085,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K20866,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01835,map00521,Streptomycin biosynthesis [PATH:ko00521]
K01835,map00030,Pentose phosphate pathway [PATH:ko00030]
K01835,map00500,Starch and sucrose metabolism [PATH:ko00500]
K01835,map00052,Galactose metabolism [PATH:ko00052]
K01835,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01835,map00230,Purine metabolism [PATH:ko00230]
K01835,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15778,map00521,Streptomycin biosynthesis [PATH:ko00521]
K15778,map00030,Pentose phosphate pathway [PATH:ko00030]
K15778,map00500,Starch and sucrose metabolism [PATH:ko00500]
K15778,map00052,Galactose metabolism [PATH:ko00052]
K15778,map00051,Fructose and mannose metabolism [PATH:ko00051]
K15778,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K15778,map00230,Purine metabolism [PATH:ko00230]
K15778,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K15779,map00030,Pentose phosphate pathway [PATH:ko00030]
K15779,map00500,Starch and sucrose metabolism [PATH:ko00500]
K15779,map00052,Galactose metabolism [PATH:ko00052]
K15779,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K15779,map00230,Purine metabolism [PATH:ko00230]
K15779,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01084,map00500,Starch and sucrose metabolism [PATH:ko00500]
K01084,map04920,Adipocytokine signaling pathway [PATH:ko04920]
K01084,map04151,PI3K-Akt signaling pathway [PATH:ko04151]
K01084,map04152,AMPK signaling pathway [PATH:ko04152]
K01084,map04922,Glucagon signaling pathway [PATH:ko04922]
K01084,map00052,Galactose metabolism [PATH:ko00052]
K01084,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01084,map04973,Carbohydrate digestion and absorption [PATH:ko04973]
K01084,map04910,Insulin signaling pathway [PATH:ko04910]
K01084,map04931,Insulin resistance [PATH:ko04931]
K01084,map04068,FoxO signaling pathway [PATH:ko04068]
K00886,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K00886,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K08074,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01792,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K03103,map00562,Inositol phosphate metabolism [PATH:ko00562]
K03103,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K00131,map00030,Pentose phosphate pathway [PATH:ko00030]
K00131,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K18978,map00030,Pentose phosphate pathway [PATH:ko00030]
K18978,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01596,map04920,Adipocytokine signaling pathway [PATH:ko04920]
K01596,map04151,PI3K-Akt signaling pathway [PATH:ko04151]
K01596,map04152,AMPK signaling pathway [PATH:ko04152]
K01596,map00620,Pyruvate metabolism [PATH:ko00620]
K01596,map04922,Glucagon signaling pathway [PATH:ko04922]
K01596,map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964]
K01596,map03320,PPAR signaling pathway [PATH:ko03320]
K01596,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01596,map04910,Insulin signaling pathway [PATH:ko04910]
K01596,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01596,map04931,Insulin resistance [PATH:ko04931]
K01596,map04068,FoxO signaling pathway [PATH:ko04068]
K01610,map00620,Pyruvate metabolism [PATH:ko00620]
K01610,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01610,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K01610,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01222,map00500,Starch and sucrose metabolism [PATH:ko00500]
K01222,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K01223,map00500,Starch and sucrose metabolism [PATH:ko00500]
K01223,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K02777,map00500,Starch and sucrose metabolism [PATH:ko00500]
K02777,map02000,Transporters [BR:ko02000]
K02777,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K02777,map02060,Phosphotransferase system (PTS) [PATH:ko02060]
K02777,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K02777,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K02777,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02779,map02000,Transporters [BR:ko02000]
K02779,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K02779,map02060,Phosphotransferase system (PTS) [PATH:ko02060]
K02779,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K02779,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K02791,map00500,Starch and sucrose metabolism [PATH:ko00500]
K02791,map02000,Transporters [BR:ko02000]
K02791,map02060,Phosphotransferase system (PTS) [PATH:ko02060]
K02791,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K02791,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K20118,map02000,Transporters [BR:ko02000]
K20118,map02060,Phosphotransferase system (PTS) [PATH:ko02060]
K20118,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010]
K20118,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520]
K01647,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01647,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K05942,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01659,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01659,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01659,map00640,Propanoate metabolism [PATH:ko00640]
K01648,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01648,map00720,Other carbon fixation pathways [PATH:ko00720]
K01648,map04147,Exosome [BR:ko04147]
K15230,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K15230,map00720,Other carbon fixation pathways [PATH:ko00720]
K15231,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K15231,map00720,Other carbon fixation pathways [PATH:ko00720]
K01681,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01681,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01681,map00720,Other carbon fixation pathways [PATH:ko00720]
K01682,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01682,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01682,map00720,Other carbon fixation pathways [PATH:ko00720]
K01682,map00640,Propanoate metabolism [PATH:ko00640]
K00031,map00720,Other carbon fixation pathways [PATH:ko00720]
K00031,map05230,Central carbon metabolism in cancer [PATH:ko05230]
K00031,map04146,Peroxisome [PATH:ko04146]
K00031,map00480,Glutathione metabolism [PATH:ko00480]
K00031,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00030,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00164,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00164,map00785,Lipoic acid metabolism [PATH:ko00785]
K00658,map00785,Lipoic acid metabolism [PATH:ko00785]
K00658,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00658,map00380,Tryptophan metabolism [PATH:ko00380]
K00658,map00310,Lysine degradation [PATH:ko00310]
K01616,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01616,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01616,map00785,Lipoic acid metabolism [PATH:ko00785]
K00177,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00177,map00720,Other carbon fixation pathways [PATH:ko00720]
K00176,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00176,map00720,Other carbon fixation pathways [PATH:ko00720]
K01902,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01902,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660]
K01902,map00720,Other carbon fixation pathways [PATH:ko00720]
K01902,map00640,Propanoate metabolism [PATH:ko00640]
K01903,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01903,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660]
K01903,map00720,Other carbon fixation pathways [PATH:ko00720]
K01903,map00640,Propanoate metabolism [PATH:ko00640]
K01899,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01899,map00640,Propanoate metabolism [PATH:ko00640]
K01900,map04147,Exosome [BR:ko04147]
K01900,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01900,map00640,Propanoate metabolism [PATH:ko00640]
K18118,map00620,Pyruvate metabolism [PATH:ko00620]
K18118,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K18118,map00650,Butanoate metabolism [PATH:ko00650]
K00234,map05020,Prion disease [PATH:ko05020]
K00234,map04714,Thermogenesis [PATH:ko04714]
K00234,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
K00234,map05010,Alzheimer disease [PATH:ko05010]
K00234,map00190,Oxidative phosphorylation [PATH:ko00190]
K00234,map05014,Amyotrophic lateral sclerosis [PATH:ko05014]
K00234,map05016,Huntington disease [PATH:ko05016]
K00234,map05012,Parkinson disease [PATH:ko05012]
K00234,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
K00234,map04932,Non-alcoholic fatty liver disease [PATH:ko04932]
K00234,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00234,map05415,Diabetic cardiomyopathy [PATH:ko05415]
K00235,map05020,Prion disease [PATH:ko05020]
K00235,map04714,Thermogenesis [PATH:ko04714]
K00235,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
K00235,map05010,Alzheimer disease [PATH:ko05010]
K00235,map00190,Oxidative phosphorylation [PATH:ko00190]
K00235,map05014,Amyotrophic lateral sclerosis [PATH:ko05014]
K00235,map05016,Huntington disease [PATH:ko05016]
K00235,map05012,Parkinson disease [PATH:ko05012]
K00235,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
K00235,map04932,Non-alcoholic fatty liver disease [PATH:ko04932]
K00235,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00235,map05415,Diabetic cardiomyopathy [PATH:ko05415]
K00236,map05020,Prion disease [PATH:ko05020]
K00236,map04714,Thermogenesis [PATH:ko04714]
K00236,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
K00236,map05010,Alzheimer disease [PATH:ko05010]
K00236,map00190,Oxidative phosphorylation [PATH:ko00190]
K00236,map05014,Amyotrophic lateral sclerosis [PATH:ko05014]
K00236,map05016,Huntington disease [PATH:ko05016]
K00236,map05012,Parkinson disease [PATH:ko05012]
K00236,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
K00236,map04932,Non-alcoholic fatty liver disease [PATH:ko04932]
K00236,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00236,map05415,Diabetic cardiomyopathy [PATH:ko05415]
K00237,map05020,Prion disease [PATH:ko05020]
K00237,map04714,Thermogenesis [PATH:ko04714]
K00237,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022]
K00237,map05010,Alzheimer disease [PATH:ko05010]
K00237,map00190,Oxidative phosphorylation [PATH:ko00190]
K00237,map05014,Amyotrophic lateral sclerosis [PATH:ko05014]
K00237,map05016,Huntington disease [PATH:ko05016]
K00237,map05012,Parkinson disease [PATH:ko05012]
K00237,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208]
K00237,map04932,Non-alcoholic fatty liver disease [PATH:ko04932]
K00237,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00237,map05415,Diabetic cardiomyopathy [PATH:ko05415]
K00239,map00650,Butanoate metabolism [PATH:ko00650]
K00239,map00720,Other carbon fixation pathways [PATH:ko00720]
K00239,map00190,Oxidative phosphorylation [PATH:ko00190]
K00239,map05134,Legionellosis [PATH:ko05134]
K00239,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00240,map00650,Butanoate metabolism [PATH:ko00650]
K00240,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00240,map00720,Other carbon fixation pathways [PATH:ko00720]
K00240,map00190,Oxidative phosphorylation [PATH:ko00190]
K00241,map00650,Butanoate metabolism [PATH:ko00650]
K00241,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00241,map00720,Other carbon fixation pathways [PATH:ko00720]
K00241,map00190,Oxidative phosphorylation [PATH:ko00190]
K00242,map00650,Butanoate metabolism [PATH:ko00650]
K00242,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00242,map00720,Other carbon fixation pathways [PATH:ko00720]
K00242,map00190,Oxidative phosphorylation [PATH:ko00190]
K00244,map00650,Butanoate metabolism [PATH:ko00650]
K00244,map00620,Pyruvate metabolism [PATH:ko00620]
K00244,map00720,Other carbon fixation pathways [PATH:ko00720]
K00244,map00190,Oxidative phosphorylation [PATH:ko00190]
K00244,map02020,Two-component system [PATH:ko02020]
K00244,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00245,map00650,Butanoate metabolism [PATH:ko00650]
K00245,map00620,Pyruvate metabolism [PATH:ko00620]
K00245,map00720,Other carbon fixation pathways [PATH:ko00720]
K00245,map00190,Oxidative phosphorylation [PATH:ko00190]
K00245,map02020,Two-component system [PATH:ko02020]
K00245,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00246,map00650,Butanoate metabolism [PATH:ko00650]
K00246,map00620,Pyruvate metabolism [PATH:ko00620]
K00246,map00720,Other carbon fixation pathways [PATH:ko00720]
K00246,map00190,Oxidative phosphorylation [PATH:ko00190]
K00246,map02020,Two-component system [PATH:ko02020]
K00246,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00247,map00650,Butanoate metabolism [PATH:ko00650]
K00247,map00620,Pyruvate metabolism [PATH:ko00620]
K00247,map00720,Other carbon fixation pathways [PATH:ko00720]
K00247,map00190,Oxidative phosphorylation [PATH:ko00190]
K00247,map02020,Two-component system [PATH:ko02020]
K00247,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01676,map00620,Pyruvate metabolism [PATH:ko00620]
K01676,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01676,map00720,Other carbon fixation pathways [PATH:ko00720]
K01677,map00620,Pyruvate metabolism [PATH:ko00620]
K01677,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01677,map00720,Other carbon fixation pathways [PATH:ko00720]
K01678,map00620,Pyruvate metabolism [PATH:ko00620]
K01678,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01678,map00720,Other carbon fixation pathways [PATH:ko00720]
K01679,map05211,Renal cell carcinoma [PATH:ko05211]
K01679,map00620,Pyruvate metabolism [PATH:ko00620]
K01679,map00720,Other carbon fixation pathways [PATH:ko00720]
K01679,map05200,Pathways in cancer [PATH:ko05200]
K01679,map04934,Cushing syndrome [PATH:ko04934]
K01679,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00025,map00270,Cysteine and methionine metabolism [PATH:ko00270]
K00025,map00620,Pyruvate metabolism [PATH:ko00620]
K00025,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K00025,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00025,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00025,map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964]
K00026,map00270,Cysteine and methionine metabolism [PATH:ko00270]
K00026,map00620,Pyruvate metabolism [PATH:ko00620]
K00026,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K00026,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00026,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00024,map00270,Cysteine and methionine metabolism [PATH:ko00270]
K00024,map00620,Pyruvate metabolism [PATH:ko00620]
K00024,map00720,Other carbon fixation pathways [PATH:ko00720]
K00024,map00680,Methane metabolism [PATH:ko00680]
K00024,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K00024,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00024,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K00116,map00620,Pyruvate metabolism [PATH:ko00620]
K00116,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01958,map00620,Pyruvate metabolism [PATH:ko00620]
K01958,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01958,map00720,Other carbon fixation pathways [PATH:ko00720]
K01959,map00620,Pyruvate metabolism [PATH:ko00620]
K01959,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01959,map00720,Other carbon fixation pathways [PATH:ko00720]
K01960,map00620,Pyruvate metabolism [PATH:ko00620]
K01960,map00020,Citrate cycle (TCA cycle) [PATH:ko00020]
K01960,map00720,Other carbon fixation pathways [PATH:ko00720]
K00036,map00030,Pentose phosphate pathway [PATH:ko00030]
K00036,map04147,Exosome [BR:ko04147]
K00036,map05230,Central carbon metabolism in cancer [PATH:ko05230]
K00036,map00480,Glutathione metabolism [PATH:ko00480]
K00036,map05415,Diabetic cardiomyopathy [PATH:ko05415]
K19243,map00030,Pentose phosphate pathway [PATH:ko00030]
K01057,map00030,Pentose phosphate pathway [PATH:ko00030]
K07404,map00030,Pentose phosphate pathway [PATH:ko00030]
K00033,map00030,Pentose phosphate pathway [PATH:ko00030]
K00033,map00480,Glutathione metabolism [PATH:ko00480]
K01783,map00040,Pentose and glucuronate interconversions [PATH:ko00040]
K01783,map00030,Pentose phosphate pathway [PATH:ko00030]
K01783,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K00615,map00030,Pentose phosphate pathway [PATH:ko00030]
K00615,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K00615,map01051,Biosynthesis of ansamycins [PATH:ko01051]
K00616,map00030,Pentose phosphate pathway [PATH:ko00030]
K00616,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K01807,map00030,Pentose phosphate pathway [PATH:ko00030]
K01807,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K01808,map00030,Pentose phosphate pathway [PATH:ko00030]
K01808,map00051,Fructose and mannose metabolism [PATH:ko00051]
K01808,map00710,Carbon fixation by Calvin cycle [PATH:ko00710]
K08093,map00680,Methane metabolism [PATH:ko00680]
K08093,map00030,Pentose phosphate pathway [PATH:ko00030]
K08094,map00680,Methane metabolism [PATH:ko00680]
K08094,map00030,Pentose phosphate pathway [PATH:ko00030]
K13831,map00680,Methane metabolism [PATH:ko00680]
K13831,map00030,Pentose phosphate pathway [PATH:ko00030]
K11214,map00030,Pentose phosphate pathway [PATH:ko00030]
K01621,map00030,Pentose phosphate pathway [PATH:ko00030]
K01619,map00030,Pentose phosphate pathway [PATH:ko00030]
K00852,map00030,Pentose phosphate pathway [PATH:ko00030]
K01839,map00030,Pentose phosphate pathway [PATH:ko00030]
K01839,map00230,Purine metabolism [PATH:ko00230]
K22199,map00030,Pentose phosphate pathway [PATH:ko00030]
K22199,map00230,Purine metabolism [PATH:ko00230]
