biosample_id,pathway_id,pathway_name,expr_sum
nmdc:bsm-11-042nd237,map04260,Cardiac muscle contraction [PATH:ko04260],71095
nmdc:bsm-11-042nd237,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],13342
nmdc:bsm-11-042nd237,map04270,Vascular smooth muscle contraction [PATH:ko04270],8079
nmdc:bsm-11-042nd237,map04310,Wnt signaling pathway [PATH:ko04310],8425
nmdc:bsm-11-042nd237,map04320,Dorso-ventral axis formation [PATH:ko04320],6885
nmdc:bsm-11-042nd237,map04330,Notch signaling pathway [PATH:ko04330],2301
nmdc:bsm-11-042nd237,map04340,Hedgehog signaling pathway [PATH:ko04340],3089
nmdc:bsm-11-042nd237,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],4446
nmdc:bsm-11-042nd237,map04350,TGF-beta signaling pathway [PATH:ko04350],8405
nmdc:bsm-11-042nd237,map04360,Axon guidance [PATH:ko04360],13529
nmdc:bsm-11-042nd237,map04361,Axon regeneration [PATH:ko04361],11266
nmdc:bsm-11-042nd237,map04370,VEGF signaling pathway [PATH:ko04370],8566
nmdc:bsm-11-042nd237,map04371,Apelin signaling pathway [PATH:ko04371],12015
nmdc:bsm-11-042nd237,map04380,Osteoclast differentiation [PATH:ko04380],21504
nmdc:bsm-11-042nd237,map04390,Hippo signaling pathway [PATH:ko04390],8709
nmdc:bsm-11-042nd237,map04391,Hippo signaling pathway - fly [PATH:ko04391],6758
nmdc:bsm-11-042nd237,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],2188
nmdc:bsm-11-042nd237,map04510,Focal adhesion [PATH:ko04510],15253
nmdc:bsm-11-042nd237,map04512,ECM-receptor interaction [PATH:ko04512],633
nmdc:bsm-11-042nd237,map04514,Cell adhesion molecules [PATH:ko04514],129
nmdc:bsm-11-042nd237,map04515,Cell adhesion molecules [BR:ko04515],170
nmdc:bsm-11-042nd237,map04520,Adherens junction [PATH:ko04520],11049
nmdc:bsm-11-042nd237,map04530,Tight junction [PATH:ko04530],21179
nmdc:bsm-11-042nd237,map04540,Gap junction [PATH:ko04540],21929
nmdc:bsm-11-042nd237,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],7170
nmdc:bsm-11-042nd237,map04611,Platelet activation [PATH:ko04611],9827
nmdc:bsm-11-042nd237,map04612,Antigen processing and presentation [PATH:ko04612],22743
nmdc:bsm-11-042nd237,map04613,Neutrophil extracellular trap formation [PATH:ko04613],47230
nmdc:bsm-11-042nd237,map04614,Renin-angiotensin system [PATH:ko04614],5516
nmdc:bsm-11-042nd237,map04620,Toll-like receptor signaling pathway [PATH:ko04620],5561
nmdc:bsm-11-042nd237,map04621,NOD-like receptor signaling pathway [PATH:ko04621],84874
nmdc:bsm-11-042nd237,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],1261
nmdc:bsm-11-042nd237,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],1455
nmdc:bsm-11-042nd237,map04624,Toll and Imd signaling pathway [PATH:ko04624],2273
nmdc:bsm-11-042nd237,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],8662
nmdc:bsm-11-042nd237,map04626,Plant-pathogen interaction [PATH:ko04626],154926
nmdc:bsm-11-042nd237,map04630,JAK-STAT signaling pathway [PATH:ko04630],3310
nmdc:bsm-11-042nd237,map04640,Hematopoietic cell lineage [PATH:ko04640],114
nmdc:bsm-11-042nd237,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],9429
nmdc:bsm-11-042nd237,map04657,IL-17 signaling pathway [PATH:ko04657],15129
nmdc:bsm-11-042nd237,map04658,Th1 and Th2 cell differentiation [PATH:ko04658],6350
nmdc:bsm-11-042nd237,map04659,Th17 cell differentiation [PATH:ko04659],13899
nmdc:bsm-11-042nd237,map04660,T cell receptor signaling pathway [PATH:ko04660],12603
nmdc:bsm-11-042nd237,map04662,B cell receptor signaling pathway [PATH:ko04662],10648
nmdc:bsm-11-042nd237,map04664,Fc epsilon RI signaling pathway [PATH:ko04664],8697
nmdc:bsm-11-042nd237,map04666,Fc gamma R-mediated phagocytosis [PATH:ko04666],12667
nmdc:bsm-11-042nd237,map04668,TNF signaling pathway [PATH:ko04668],4153
nmdc:bsm-11-042nd237,map04670,Leukocyte transendothelial migration [PATH:ko04670],13970
nmdc:bsm-11-042nd237,map04710,Circadian rhythm [PATH:ko04710],2224
nmdc:bsm-11-042nd237,map04711,Circadian rhythm - fly [PATH:ko04711],1523
nmdc:bsm-11-042nd237,map04712,Circadian rhythm - plant [PATH:ko04712],536
nmdc:bsm-11-042nd237,map04713,Circadian entrainment [PATH:ko04713],7716
nmdc:bsm-11-042nd237,map04714,Thermogenesis [PATH:ko04714],168779
nmdc:bsm-11-042nd237,map04720,Long-term potentiation [PATH:ko04720],8009
nmdc:bsm-11-042nd237,map04721,Synaptic vesicle cycle [PATH:ko04721],8455
nmdc:bsm-11-042nd237,map04722,Neurotrophin signaling pathway [PATH:ko04722],15406
nmdc:bsm-11-042nd237,map04723,Retrograde endocannabinoid signaling [PATH:ko04723],41108
nmdc:bsm-11-042nd237,map04724,Glutamatergic synapse [PATH:ko04724],49428
nmdc:bsm-11-042nd237,map04725,Cholinergic synapse [PATH:ko04725],8398
nmdc:bsm-11-042nd237,map04726,Serotonergic synapse [PATH:ko04726],10436
nmdc:bsm-11-042nd237,map04727,GABAergic synapse [PATH:ko04727],47280
nmdc:bsm-11-042nd237,map04728,Dopaminergic synapse [PATH:ko04728],10923
nmdc:bsm-11-042nd237,map04730,Long-term depression [PATH:ko04730],7474
nmdc:bsm-11-042nd237,map04740,Olfactory transduction [PATH:ko04740],2951
nmdc:bsm-11-042nd237,map04742,Taste transduction [PATH:ko04742],230
nmdc:bsm-11-042nd237,map04744,Phototransduction [PATH:ko04744],2584
nmdc:bsm-11-042nd237,map04745,Phototransduction - fly [PATH:ko04745],3740
nmdc:bsm-11-042nd237,map04750,Inflammatory mediator regulation of TRP channels [PATH:ko04750],2119
nmdc:bsm-11-042nd237,map04810,Regulation of actin cytoskeleton [PATH:ko04810],22774
nmdc:bsm-11-042nd237,map04812,Cytoskeleton proteins [BR:ko04812],94320
nmdc:bsm-11-042nd237,map04814,Motor proteins [PATH:ko04814],34619
nmdc:bsm-11-042nd237,map04820,Cytoskeleton in muscle cells [PATH:ko04820],17735
nmdc:bsm-11-042nd237,map04910,Insulin signaling pathway [PATH:ko04910],41708
nmdc:bsm-11-042nd237,map04911,Insulin secretion [PATH:ko04911],3716
nmdc:bsm-11-042nd237,map04912,GnRH signaling pathway [PATH:ko04912],10097
nmdc:bsm-11-042nd237,map04913,Ovarian steroidogenesis [PATH:ko04913],217
nmdc:bsm-11-042nd237,map04914,Progesterone-mediated oocyte maturation [PATH:ko04914],15784
nmdc:bsm-11-042nd237,map04915,Estrogen signaling pathway [PATH:ko04915],36055
nmdc:bsm-11-042nd237,map04916,Melanogenesis [PATH:ko04916],13287
nmdc:bsm-11-042nd237,map04917,Prolactin signaling pathway [PATH:ko04917],11023
nmdc:bsm-11-042nd237,map04918,Thyroid hormone synthesis [PATH:ko04918],14246
nmdc:bsm-11-042nd237,map04919,Thyroid hormone signaling pathway [PATH:ko04919],23421
nmdc:bsm-11-042nd237,map04920,Adipocytokine signaling pathway [PATH:ko04920],34129
nmdc:bsm-11-042nd237,map04921,Oxytocin signaling pathway [PATH:ko04921],17687
nmdc:bsm-11-042nd237,map04922,Glucagon signaling pathway [PATH:ko04922],39690
nmdc:bsm-11-042nd237,map04923,Regulation of lipolysis in adipocytes [PATH:ko04923],1660
nmdc:bsm-11-042nd237,map04924,Renin secretion [PATH:ko04924],5304
nmdc:bsm-11-042nd237,map04925,Aldosterone synthesis and secretion [PATH:ko04925],5822
nmdc:bsm-11-042nd237,map04926,Relaxin signaling pathway [PATH:ko04926],10035
nmdc:bsm-11-042nd237,map04927,Cortisol synthesis and secretion [PATH:ko04927],269
nmdc:bsm-11-042nd237,map04928,"Parathyroid hormone synthesis, secretion and action [PATH:ko04928]",7733
nmdc:bsm-11-042nd237,map04929,GnRH secretion [PATH:ko04929],5274
nmdc:bsm-11-042nd237,map04930,Type II diabetes mellitus [PATH:ko04930],8668
nmdc:bsm-11-042nd237,map04931,Insulin resistance [PATH:ko04931],37521
nmdc:bsm-11-042nd237,map04932,Non-alcoholic fatty liver disease [PATH:ko04932],87492
nmdc:bsm-11-042nd237,map04933,AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],24015
nmdc:bsm-11-042nd237,map04934,Cushing syndrome [PATH:ko04934],11580
nmdc:bsm-11-042nd237,map04935,"Growth hormone synthesis, secretion and action [PATH:ko04935]",10876
nmdc:bsm-11-042nd237,map04936,Alcoholic liver disease [PATH:ko04936],63343
nmdc:bsm-11-042nd237,map04940,Type I diabetes mellitus [PATH:ko04940],121921
nmdc:bsm-11-042nd237,map04950,Maturity onset diabetes of the young [PATH:ko04950],14
nmdc:bsm-11-042nd237,map04960,Aldosterone-regulated sodium reabsorption [PATH:ko04960],8775
nmdc:bsm-11-042nd237,map04961,Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],6918
nmdc:bsm-11-042nd237,map04962,Vasopressin-regulated water reabsorption [PATH:ko04962],4917
nmdc:bsm-11-042nd237,map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964],21365
nmdc:bsm-11-042nd237,map04966,Collecting duct acid secretion [PATH:ko04966],3215
nmdc:bsm-11-042nd237,map04970,Salivary secretion [PATH:ko04970],11157
nmdc:bsm-11-042nd237,map04971,Gastric acid secretion [PATH:ko04971],8208
nmdc:bsm-11-042nd237,map04972,Pancreatic secretion [PATH:ko04972],16050
nmdc:bsm-11-042nd237,map04973,Carbohydrate digestion and absorption [PATH:ko04973],10109
nmdc:bsm-11-042nd237,map04974,Protein digestion and absorption [PATH:ko04974],8671
nmdc:bsm-11-042nd237,map04975,Fat digestion and absorption [PATH:ko04975],33737
nmdc:bsm-11-042nd237,map04976,Bile secretion [PATH:ko04976],7442
nmdc:bsm-11-042nd237,map04977,Vitamin digestion and absorption [PATH:ko04977],3799
nmdc:bsm-11-042nd237,map04978,Mineral absorption [PATH:ko04978],10777
nmdc:bsm-11-042nd237,map04979,Cholesterol metabolism [PATH:ko04979],1963
nmdc:bsm-11-042nd237,map04980,Cobalamin transport and metabolism [PATH:ko04980],15065
nmdc:bsm-11-042nd237,map04981,Folate transport and metabolism [PATH:ko04981],25625
nmdc:bsm-11-042nd237,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990],6742
nmdc:bsm-11-042nd237,map05010,Alzheimer disease [PATH:ko05010],201794
nmdc:bsm-11-042nd237,map05012,Parkinson disease [PATH:ko05012],236063
nmdc:bsm-11-042nd237,map05014,Amyotrophic lateral sclerosis [PATH:ko05014],198426
nmdc:bsm-11-042nd237,map05016,Huntington disease [PATH:ko05016],195538
nmdc:bsm-11-042nd237,map05017,Spinocerebellar ataxia [PATH:ko05017],30452
nmdc:bsm-11-042nd237,map05020,Prion disease [PATH:ko05020],184653
nmdc:bsm-11-042nd237,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022],237739
nmdc:bsm-11-042nd237,map05030,Cocaine addiction [PATH:ko05030],3634
nmdc:bsm-11-042nd237,map05031,Amphetamine addiction [PATH:ko05031],5232
nmdc:bsm-11-042nd237,map05032,Morphine addiction [PATH:ko05032],3096
nmdc:bsm-11-042nd237,map05033,Nicotine addiction [PATH:ko05033],308
nmdc:bsm-11-042nd237,map05034,Alcoholism [PATH:ko05034],40763
nmdc:bsm-11-042nd237,map05100,Bacterial invasion of epithelial cells [PATH:ko05100],12868
nmdc:bsm-11-042nd237,map05110,Vibrio cholerae infection [PATH:ko05110],8874
nmdc:bsm-11-042nd237,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111],187974
nmdc:bsm-11-042nd237,map05120,Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120],8430
nmdc:bsm-11-042nd237,map05130,Pathogenic Escherichia coli infection [PATH:ko05130],58963
nmdc:bsm-11-042nd237,map05131,Shigellosis [PATH:ko05131],81964
nmdc:bsm-11-042nd237,map05132,Salmonella infection [PATH:ko05132],136049
nmdc:bsm-11-042nd237,map05133,Pertussis [PATH:ko05133],36855
nmdc:bsm-11-042nd237,map05134,Legionellosis [PATH:ko05134],192571
nmdc:bsm-11-042nd237,map05135,Yersinia infection [PATH:ko05135],15395
nmdc:bsm-11-042nd237,map05140,Leishmaniasis [PATH:ko05140],22221
nmdc:bsm-11-042nd237,map05142,Chagas disease [PATH:ko05142],9891
nmdc:bsm-11-042nd237,map05143,African trypanosomiasis [PATH:ko05143],2846
nmdc:bsm-11-042nd237,map05144,Malaria [PATH:ko05144],25
nmdc:bsm-11-042nd237,map05145,Toxoplasmosis [PATH:ko05145],24711
nmdc:bsm-11-042nd237,map05146,Amoebiasis [PATH:ko05146],8125
nmdc:bsm-11-042nd237,map05150,Staphylococcus aureus infection [PATH:ko05150],484
nmdc:bsm-11-042nd237,map05152,Tuberculosis [PATH:ko05152],233885
nmdc:bsm-11-042nd237,map05160,Hepatitis C [PATH:ko05160],25349
nmdc:bsm-11-042nd237,map05161,Hepatitis B [PATH:ko05161],20985
nmdc:bsm-11-042nd237,map05162,Measles [PATH:ko05162],23622
nmdc:bsm-11-042nd237,map05163,Human cytomegalovirus infection [PATH:ko05163],31409
nmdc:bsm-11-042nd237,map05164,Influenza A [PATH:ko05164],26203
nmdc:bsm-11-042nd237,map05165,Human papillomavirus infection [PATH:ko05165],24020
nmdc:bsm-11-042nd237,map05166,Human T-cell leukemia virus 1 infection [PATH:ko05166],18596
nmdc:bsm-11-042nd237,map05167,Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],42817
nmdc:bsm-11-042nd237,map05168,Herpes simplex virus 1 infection [PATH:ko05168],18830
nmdc:bsm-11-042nd237,map05169,Epstein-Barr virus infection [PATH:ko05169],24648
nmdc:bsm-11-042nd237,map05170,Human immunodeficiency virus 1 infection [PATH:ko05170],32328
nmdc:bsm-11-042nd237,map05171,Coronavirus disease - COVID-19 [PATH:ko05171],51790
nmdc:bsm-11-042nd237,map05200,Pathways in cancer [PATH:ko05200],74041
nmdc:bsm-11-042nd237,map05202,Transcriptional misregulation in cancer [PATH:ko05202],10705
nmdc:bsm-11-042nd237,map05203,Viral carcinogenesis [PATH:ko05203],36890
nmdc:bsm-11-042nd237,map05204,Chemical carcinogenesis - DNA adducts [PATH:ko05204],25858
nmdc:bsm-11-042nd237,map05205,Proteoglycans in cancer [PATH:ko05205],24298
nmdc:bsm-11-042nd237,map05206,MicroRNAs in cancer [PATH:ko05206],20117
nmdc:bsm-11-042nd237,map05207,Chemical carcinogenesis - receptor activation [PATH:ko05207],46086
nmdc:bsm-11-042nd237,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],211706
nmdc:bsm-11-042nd237,map05210,Colorectal cancer [PATH:ko05210],25555
nmdc:bsm-11-042nd237,map05211,Renal cell carcinoma [PATH:ko05211],13939
nmdc:bsm-11-042nd237,map05212,Pancreatic cancer [PATH:ko05212],10447
nmdc:bsm-11-042nd237,map05213,Endometrial cancer [PATH:ko05213],8551
nmdc:bsm-11-042nd237,map05214,Glioma [PATH:ko05214],9767
nmdc:bsm-11-042nd237,map05215,Prostate cancer [PATH:ko05215],18881
nmdc:bsm-11-042nd237,map05216,Thyroid cancer [PATH:ko05216],5679
nmdc:bsm-11-042nd237,map05217,Basal cell carcinoma [PATH:ko05217],1664
nmdc:bsm-11-042nd237,map05218,Melanoma [PATH:ko05218],5350
nmdc:bsm-11-042nd237,map05219,Bladder cancer [PATH:ko05219],5303
nmdc:bsm-11-042nd237,map05220,Chronic myeloid leukemia [PATH:ko05220],7043
nmdc:bsm-11-042nd237,map05221,Acute myeloid leukemia [PATH:ko05221],7841
nmdc:bsm-11-042nd237,map05222,Small cell lung cancer [PATH:ko05222],13187
nmdc:bsm-11-042nd237,map05223,Non-small cell lung cancer [PATH:ko05223],7240
nmdc:bsm-11-042nd237,map05224,Breast cancer [PATH:ko05224],9609
nmdc:bsm-11-042nd237,map05225,Hepatocellular carcinoma [PATH:ko05225],38064
nmdc:bsm-11-042nd237,map05226,Gastric cancer [PATH:ko05226],11660
nmdc:bsm-11-042nd237,map05230,Central carbon metabolism in cancer [PATH:ko05230],45800
nmdc:bsm-11-042nd237,map05231,Choline metabolism in cancer [PATH:ko05231],12722
nmdc:bsm-11-042nd237,map05235,PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],7909
nmdc:bsm-11-042nd237,map05322,Systemic lupus erythematosus [PATH:ko05322],31513
nmdc:bsm-11-042nd237,map05323,Rheumatoid arthritis [PATH:ko05323],7211
nmdc:bsm-11-042nd237,map05340,Primary immunodeficiency [PATH:ko05340],704
nmdc:bsm-11-042nd237,map05410,Hypertrophic cardiomyopathy [PATH:ko05410],5148
nmdc:bsm-11-042nd237,map05412,Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],3055
nmdc:bsm-11-042nd237,map05414,Dilated cardiomyopathy [PATH:ko05414],4228
nmdc:bsm-11-042nd237,map05415,Diabetic cardiomyopathy [PATH:ko05415],198918
nmdc:bsm-11-042nd237,map05416,Viral myocarditis [PATH:ko05416],18463
nmdc:bsm-11-042nd237,map05417,Lipid and atherosclerosis [PATH:ko05417],198088
nmdc:bsm-11-042nd237,map05418,Fluid shear stress and atherosclerosis [PATH:ko05418],110951
nmdc:bsm-11-042nd237,map99973,Transcription,258722
nmdc:bsm-11-042nd237,map99974,Translation,1513
nmdc:bsm-11-042nd237,map99975,Protein processing,58282
nmdc:bsm-11-042nd237,map99976,Replication and repair,80229
nmdc:bsm-11-042nd237,map99977,Transport,86257
nmdc:bsm-11-042nd237,map99978,Cell growth,19394
nmdc:bsm-11-042nd237,map99980,Enzymes with EC numbers,837966
nmdc:bsm-11-042nd237,map99981,Carbohydrate metabolism,7892
nmdc:bsm-11-042nd237,map99982,Energy metabolism,50160
nmdc:bsm-11-042nd237,map99983,Lipid metabolism,568
nmdc:bsm-11-042nd237,map99984,Nucleotide metabolism,8
nmdc:bsm-11-042nd237,map99985,Amino acid metabolism,8131
nmdc:bsm-11-042nd237,map99986,Glycan metabolism,4853
nmdc:bsm-11-042nd237,map99987,Cofactor metabolism,4208
nmdc:bsm-11-042nd237,map99988,Secondary metabolism,8140
nmdc:bsm-11-042nd237,map99992,Structural proteins,52239
nmdc:bsm-11-042nd237,map99993,Cell motility,2950
nmdc:bsm-11-042nd237,map99994,Others,10365
nmdc:bsm-11-042nd237,map99995,Signaling proteins,60827
nmdc:bsm-11-042nd237,map99996,General function prediction only,127723
nmdc:bsm-11-042nd237,map99997,Function unknown,482618
nmdc:bsm-11-042nd237,map99998,Others,10045
nmdc:bsm-11-042nd237,map99999,Others,24431
nmdc:bsm-11-042nd237,NA,NA,2116
nmdc:bsm-11-3p2mnz08,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],133883
nmdc:bsm-11-3p2mnz08,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],80533
nmdc:bsm-11-3p2mnz08,map00030,Pentose phosphate pathway [PATH:ko00030],77313
nmdc:bsm-11-3p2mnz08,map00040,Pentose and glucuronate interconversions [PATH:ko00040],15088
nmdc:bsm-11-3p2mnz08,map00051,Fructose and mannose metabolism [PATH:ko00051],26958
nmdc:bsm-11-3p2mnz08,map00052,Galactose metabolism [PATH:ko00052],17931
nmdc:bsm-11-3p2mnz08,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],16539
nmdc:bsm-11-3p2mnz08,map00061,Fatty acid biosynthesis [PATH:ko00061],40813
nmdc:bsm-11-3p2mnz08,map00062,Fatty acid elongation [PATH:ko00062],255
nmdc:bsm-11-3p2mnz08,map00071,Fatty acid degradation [PATH:ko00071],46502
nmdc:bsm-11-3p2mnz08,map00073,"Cutin, suberine and wax biosynthesis [PATH:ko00073]",818
nmdc:bsm-11-3p2mnz08,map00074,Mycolic acid biosynthesis [PATH:ko00074],14187
nmdc:bsm-11-3p2mnz08,map00100,Steroid biosynthesis [PATH:ko00100],402
nmdc:bsm-11-3p2mnz08,map00120,Primary bile acid biosynthesis [PATH:ko00120],465
nmdc:bsm-11-3p2mnz08,map00121,Secondary bile acid biosynthesis [PATH:ko00121],104
nmdc:bsm-11-3p2mnz08,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],7314
nmdc:bsm-11-3p2mnz08,map00140,Steroid hormone biosynthesis [PATH:ko00140],928
nmdc:bsm-11-3p2mnz08,map00190,Oxidative phosphorylation [PATH:ko00190],173050
nmdc:bsm-11-3p2mnz08,map00194,Photosynthesis proteins [BR:ko00194],41524
nmdc:bsm-11-3p2mnz08,map00195,Photosynthesis [PATH:ko00195],38923
nmdc:bsm-11-3p2mnz08,map00196,Photosynthesis - antenna proteins [PATH:ko00196],5
nmdc:bsm-11-3p2mnz08,map00199,Cytochrome P450 [BR:ko00199],2170
nmdc:bsm-11-3p2mnz08,map00220,Arginine biosynthesis [PATH:ko00220],39292
nmdc:bsm-11-3p2mnz08,map00230,Purine metabolism [PATH:ko00230],102903
nmdc:bsm-11-3p2mnz08,map00232,Caffeine metabolism [PATH:ko00232],125
nmdc:bsm-11-3p2mnz08,map00240,Pyrimidine metabolism [PATH:ko00240],48542
nmdc:bsm-11-3p2mnz08,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",66056
nmdc:bsm-11-3p2mnz08,map00253,Tetracycline biosynthesis [PATH:ko00253],273
nmdc:bsm-11-3p2mnz08,map00254,Aflatoxin biosynthesis [PATH:ko00254],44
nmdc:bsm-11-3p2mnz08,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",60230
nmdc:bsm-11-3p2mnz08,map00261,Monobactam biosynthesis [PATH:ko00261],12273
nmdc:bsm-11-3p2mnz08,map00270,Cysteine and methionine metabolism [PATH:ko00270],86949
nmdc:bsm-11-3p2mnz08,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",55858
nmdc:bsm-11-3p2mnz08,map00290,"Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",34694
nmdc:bsm-11-3p2mnz08,map00300,Lysine biosynthesis [PATH:ko00300],15293
nmdc:bsm-11-3p2mnz08,map00310,Lysine degradation [PATH:ko00310],33066
nmdc:bsm-11-3p2mnz08,map00311,Penicillin and cephalosporin biosynthesis [PATH:ko00311],1058
nmdc:bsm-11-3p2mnz08,map00330,Arginine and proline metabolism [PATH:ko00330],33367
nmdc:bsm-11-3p2mnz08,map00332,Carbapenem biosynthesis [PATH:ko00332],826
nmdc:bsm-11-3p2mnz08,map00333,Prodigiosin biosynthesis [PATH:ko00333],7947
nmdc:bsm-11-3p2mnz08,map00340,Histidine metabolism [PATH:ko00340],22024
nmdc:bsm-11-3p2mnz08,map00350,Tyrosine metabolism [PATH:ko00350],28060
nmdc:bsm-11-3p2mnz08,map00360,Phenylalanine metabolism [PATH:ko00360],37371
nmdc:bsm-11-3p2mnz08,map00361,Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],14719
nmdc:bsm-11-3p2mnz08,map00362,Benzoate degradation [PATH:ko00362],39808
nmdc:bsm-11-3p2mnz08,map00363,Bisphenol degradation [PATH:ko00363],579
nmdc:bsm-11-3p2mnz08,map00364,Fluorobenzoate degradation [PATH:ko00364],10258
nmdc:bsm-11-3p2mnz08,map00365,Furfural degradation [PATH:ko00365],392
nmdc:bsm-11-3p2mnz08,map00380,Tryptophan metabolism [PATH:ko00380],42494
nmdc:bsm-11-3p2mnz08,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",17925
nmdc:bsm-11-3p2mnz08,map00401,Novobiocin biosynthesis [PATH:ko00401],6368
