biosample_id,pathway_id,pathway_name,n_metag_kos,n_metat_kos,n_shared_kos
nmdc:bsm-11-042nd237,map04115,p53 signaling pathway [PATH:ko04115],10,18,10
nmdc:bsm-11-042nd237,map04120,Ubiquitin mediated proteolysis [PATH:ko04120],56,73,52
nmdc:bsm-11-042nd237,map04121,Ubiquitin system [BR:ko04121],169,247,150
nmdc:bsm-11-042nd237,map04122,Sulfur relay system [PATH:ko04122],26,25,24
nmdc:bsm-11-042nd237,map04130,SNARE interactions in vesicular transport [PATH:ko04130],15,19,15
nmdc:bsm-11-042nd237,map04131,Membrane trafficking [BR:ko04131],384,587,376
nmdc:bsm-11-042nd237,map04136,Autophagy - other [PATH:ko04136],20,23,20
nmdc:bsm-11-042nd237,map04137,Mitophagy - animal [PATH:ko04137],33,40,31
nmdc:bsm-11-042nd237,map04138,Autophagy - yeast [PATH:ko04138],62,69,62
nmdc:bsm-11-042nd237,map04139,Mitophagy - yeast [PATH:ko04139],29,29,27
nmdc:bsm-11-042nd237,map04140,Autophagy - animal [PATH:ko04140],55,73,51
nmdc:bsm-11-042nd237,map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],67,93,64
nmdc:bsm-11-042nd237,map04142,Lysosome [PATH:ko04142],48,79,48
nmdc:bsm-11-042nd237,map04144,Endocytosis [PATH:ko04144],62,98,60
nmdc:bsm-11-042nd237,map04145,Phagosome [PATH:ko04145],29,43,29
nmdc:bsm-11-042nd237,map04146,Peroxisome [PATH:ko04146],47,52,45
nmdc:bsm-11-042nd237,map04147,Exosome [BR:ko04147],191,270,188
nmdc:bsm-11-042nd237,map04148,Efferocytosis [PATH:ko04148],25,41,25
nmdc:bsm-11-042nd237,map04150,mTOR signaling pathway [PATH:ko04150],43,58,41
nmdc:bsm-11-042nd237,map04151,PI3K-Akt signaling pathway [PATH:ko04151],31,55,30
nmdc:bsm-11-042nd237,map04152,AMPK signaling pathway [PATH:ko04152],30,41,28
nmdc:bsm-11-042nd237,map04210,Apoptosis [PATH:ko04210],13,29,12
nmdc:bsm-11-042nd237,map04211,Longevity regulating pathway [PATH:ko04211],18,23,16
nmdc:bsm-11-042nd237,map04212,Longevity regulating pathway - worm [PATH:ko04212],18,30,18
nmdc:bsm-11-042nd237,map04213,Longevity regulating pathway - multiple species [PATH:ko04213],19,25,18
nmdc:bsm-11-042nd237,map04214,Apoptosis - fly [PATH:ko04214],14,21,12
nmdc:bsm-11-042nd237,map04215,Apoptosis - multiple species [PATH:ko04215],3,4,2
nmdc:bsm-11-042nd237,map04216,Ferroptosis [PATH:ko04216],10,15,10
nmdc:bsm-11-042nd237,map04217,Necroptosis [PATH:ko04217],23,33,21
nmdc:bsm-11-042nd237,map04218,Cellular senescence [PATH:ko04218],25,43,24
nmdc:bsm-11-042nd237,map04260,Cardiac muscle contraction [PATH:ko04260],16,31,16
nmdc:bsm-11-042nd237,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],13,32,13
nmdc:bsm-11-042nd237,map04270,Vascular smooth muscle contraction [PATH:ko04270],8,24,8
nmdc:bsm-11-042nd237,map04310,Wnt signaling pathway [PATH:ko04310],15,44,15
nmdc:bsm-11-042nd237,map04320,Dorso-ventral axis formation [PATH:ko04320],5,13,5
nmdc:bsm-11-042nd237,map04330,Notch signaling pathway [PATH:ko04330],6,17,6
nmdc:bsm-11-042nd237,map04340,Hedgehog signaling pathway [PATH:ko04340],7,17,7
nmdc:bsm-11-042nd237,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],8,14,8
nmdc:bsm-11-042nd237,map04350,TGF-beta signaling pathway [PATH:ko04350],8,16,8
nmdc:bsm-11-042nd237,map04360,Axon guidance [PATH:ko04360],14,36,14
nmdc:bsm-11-042nd237,map04361,Axon regeneration [PATH:ko04361],16,37,16
nmdc:bsm-11-042nd237,map04370,VEGF signaling pathway [PATH:ko04370],8,15,8
nmdc:bsm-11-042nd237,map04371,Apelin signaling pathway [PATH:ko04371],15,34,15
nmdc:bsm-11-042nd237,map04380,Osteoclast differentiation [PATH:ko04380],8,20,8
nmdc:bsm-11-042nd237,map04390,Hippo signaling pathway [PATH:ko04390],9,30,9
nmdc:bsm-11-042nd237,map04391,Hippo signaling pathway - fly [PATH:ko04391],7,24,7
nmdc:bsm-11-042nd237,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],6,9,6
nmdc:bsm-11-042nd237,map04510,Focal adhesion [PATH:ko04510],16,43,15
nmdc:bsm-11-042nd237,map04512,ECM-receptor interaction [PATH:ko04512],4,12,3
nmdc:bsm-11-042nd237,map04514,Cell adhesion molecules [PATH:ko04514],0,8,0
nmdc:bsm-11-042nd237,map04515,Cell adhesion molecules [BR:ko04515],0,13,0
nmdc:bsm-11-042nd237,map04520,Adherens junction [PATH:ko04520],10,32,8
nmdc:bsm-11-042nd237,map04530,Tight junction [PATH:ko04530],22,49,22
nmdc:bsm-11-042nd237,map04540,Gap junction [PATH:ko04540],9,22,9
nmdc:bsm-11-042nd237,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],6,24,5
nmdc:bsm-11-042nd237,map04610,Complement and coagulation cascades [PATH:ko04610],1,0,0
nmdc:bsm-11-042nd237,map04611,Platelet activation [PATH:ko04611],11,27,11
nmdc:bsm-11-042nd237,map04612,Antigen processing and presentation [PATH:ko04612],9,16,9
nmdc:bsm-11-042nd237,map04613,Neutrophil extracellular trap formation [PATH:ko04613],19,29,19
nmdc:bsm-11-042nd237,map04614,Renin-angiotensin system [PATH:ko04614],4,7,4
nmdc:bsm-11-042nd237,map04620,Toll-like receptor signaling pathway [PATH:ko04620],2,11,2
nmdc:bsm-11-042nd237,map04621,NOD-like receptor signaling pathway [PATH:ko04621],19,31,16
nmdc:bsm-11-042nd237,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],5,12,5
nmdc:bsm-11-042nd237,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],15,21,14
nmdc:bsm-11-042nd237,map04624,Toll and Imd signaling pathway [PATH:ko04624],4,11,4
nmdc:bsm-11-042nd237,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],10,14,9
nmdc:bsm-11-042nd237,map04626,Plant-pathogen interaction [PATH:ko04626],13,20,13
nmdc:bsm-11-042nd237,map04630,JAK-STAT signaling pathway [PATH:ko04630],4,11,4
nmdc:bsm-11-042nd237,map04640,Hematopoietic cell lineage [PATH:ko04640],0,1,0
nmdc:bsm-11-042nd237,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],6,11,6
nmdc:bsm-11-042nd237,map04657,IL-17 signaling pathway [PATH:ko04657],9,13,9
nmdc:bsm-11-042nd237,map04658,Th1 and Th2 cell differentiation [PATH:ko04658],6,11,6
nmdc:bsm-11-042nd237,map04659,Th17 cell differentiation [PATH:ko04659],6,11,6
nmdc:bsm-11-042nd237,map04660,T cell receptor signaling pathway [PATH:ko04660],14,23,14
nmdc:bsm-11-042nd237,map04662,B cell receptor signaling pathway [PATH:ko04662],6,10,6
nmdc:bsm-11-042nd237,map04664,Fc epsilon RI signaling pathway [PATH:ko04664],6,14,6
nmdc:bsm-11-042nd237,map04666,Fc gamma R-mediated phagocytosis [PATH:ko04666],18,29,17
nmdc:bsm-11-042nd237,map04668,TNF signaling pathway [PATH:ko04668],5,14,4
nmdc:bsm-11-042nd237,map04670,Leukocyte transendothelial migration [PATH:ko04670],7,23,7
nmdc:bsm-11-042nd237,map04710,Circadian rhythm [PATH:ko04710],5,7,5
nmdc:bsm-11-042nd237,map04711,Circadian rhythm - fly [PATH:ko04711],1,3,1
nmdc:bsm-11-042nd237,map04712,Circadian rhythm - plant [PATH:ko04712],2,3,2
nmdc:bsm-11-042nd237,map04713,Circadian entrainment [PATH:ko04713],7,20,7
nmdc:bsm-11-042nd237,map04714,Thermogenesis [PATH:ko04714],78,120,78
nmdc:bsm-11-042nd237,map04720,Long-term potentiation [PATH:ko04720],8,19,8
nmdc:bsm-11-042nd237,map04721,Synaptic vesicle cycle [PATH:ko04721],20,35,20
nmdc:bsm-11-042nd237,map04722,Neurotrophin signaling pathway [PATH:ko04722],13,28,13
nmdc:bsm-11-042nd237,map04723,Retrograde endocannabinoid signaling [PATH:ko04723],33,55,32
nmdc:bsm-11-042nd237,map04724,Glutamatergic synapse [PATH:ko04724],10,22,10
nmdc:bsm-11-042nd237,map04725,Cholinergic synapse [PATH:ko04725],8,19,7
nmdc:bsm-11-042nd237,map04726,Serotonergic synapse [PATH:ko04726],13,22,12
nmdc:bsm-11-042nd237,map04727,GABAergic synapse [PATH:ko04727],13,20,12
nmdc:bsm-11-042nd237,map04728,Dopaminergic synapse [PATH:ko04728],18,31,17
nmdc:bsm-11-042nd237,map04730,Long-term depression [PATH:ko04730],8,15,7
nmdc:bsm-11-042nd237,map04740,Olfactory transduction [PATH:ko04740],6,13,5
nmdc:bsm-11-042nd237,map04742,Taste transduction [PATH:ko04742],2,6,1
nmdc:bsm-11-042nd237,map04744,Phototransduction [PATH:ko04744],3,3,2
nmdc:bsm-11-042nd237,map04745,Phototransduction - fly [PATH:ko04745],3,11,3
nmdc:bsm-11-042nd237,map04750,Inflammatory mediator regulation of TRP channels [PATH:ko04750],7,15,7
nmdc:bsm-11-042nd237,map04810,Regulation of actin cytoskeleton [PATH:ko04810],25,49,23
nmdc:bsm-11-042nd237,map04812,Cytoskeleton proteins [BR:ko04812],90,169,85
nmdc:bsm-11-042nd237,map04814,Motor proteins [PATH:ko04814],32,62,32
nmdc:bsm-11-042nd237,map04820,Cytoskeleton in muscle cells [PATH:ko04820],13,42,13
nmdc:bsm-11-042nd237,map04910,Insulin signaling pathway [PATH:ko04910],27,39,27
nmdc:bsm-11-042nd237,map04911,Insulin secretion [PATH:ko04911],4,18,4
nmdc:bsm-11-042nd237,map04912,GnRH signaling pathway [PATH:ko04912],10,23,10
nmdc:bsm-11-042nd237,map04913,Ovarian steroidogenesis [PATH:ko04913],4,6,3
nmdc:bsm-11-042nd237,map04914,Progesterone-mediated oocyte maturation [PATH:ko04914],21,30,19
nmdc:bsm-11-042nd237,map04915,Estrogen signaling pathway [PATH:ko04915],11,21,11
nmdc:bsm-11-042nd237,map04916,Melanogenesis [PATH:ko04916],8,22,8
nmdc:bsm-11-042nd237,map04917,Prolactin signaling pathway [PATH:ko04917],6,10,6
nmdc:bsm-11-042nd237,map04918,Thyroid hormone synthesis [PATH:ko04918],7,18,7
nmdc:bsm-11-042nd237,map04919,Thyroid hormone signaling pathway [PATH:ko04919],22,38,21
nmdc:bsm-11-042nd237,map04920,Adipocytokine signaling pathway [PATH:ko04920],9,12,8
nmdc:bsm-11-042nd237,map04921,Oxytocin signaling pathway [PATH:ko04921],18,38,17
nmdc:bsm-11-042nd237,map04922,Glucagon signaling pathway [PATH:ko04922],23,31,23
nmdc:bsm-11-042nd237,map04923,Regulation of lipolysis in adipocytes [PATH:ko04923],6,15,6
nmdc:bsm-11-042nd237,map04924,Renin secretion [PATH:ko04924],8,17,8
nmdc:bsm-11-042nd237,map04925,Aldosterone synthesis and secretion [PATH:ko04925],7,23,7
nmdc:bsm-11-042nd237,map04926,Relaxin signaling pathway [PATH:ko04926],10,24,10
nmdc:bsm-11-042nd237,map04927,Cortisol synthesis and secretion [PATH:ko04927],1,10,1
nmdc:bsm-11-042nd237,map04928,"Parathyroid hormone synthesis, secretion and action [PATH:ko04928]",7,23,7
nmdc:bsm-11-042nd237,map04929,GnRH secretion [PATH:ko04929],2,12,2
nmdc:bsm-11-042nd237,map04930,Type II diabetes mellitus [PATH:ko04930],5,10,5
nmdc:bsm-11-042nd237,map04931,Insulin resistance [PATH:ko04931],18,29,18
nmdc:bsm-11-042nd237,map04932,Non-alcoholic fatty liver disease [PATH:ko04932],36,61,35
nmdc:bsm-11-042nd237,map04933,AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],11,21,11
nmdc:bsm-11-042nd237,map04934,Cushing syndrome [PATH:ko04934],9,33,9
nmdc:bsm-11-042nd237,map04935,"Growth hormone synthesis, secretion and action [PATH:ko04935]",8,21,8
nmdc:bsm-11-042nd237,map04936,Alcoholic liver disease [PATH:ko04936],17,30,16
nmdc:bsm-11-042nd237,map04940,Type I diabetes mellitus [PATH:ko04940],2,5,2
nmdc:bsm-11-042nd237,map04950,Maturity onset diabetes of the young [PATH:ko04950],0,3,0
nmdc:bsm-11-042nd237,map04960,Aldosterone-regulated sodium reabsorption [PATH:ko04960],4,7,4
nmdc:bsm-11-042nd237,map04961,Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],6,16,6
nmdc:bsm-11-042nd237,map04962,Vasopressin-regulated water reabsorption [PATH:ko04962],11,18,11
nmdc:bsm-11-042nd237,map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964],5,8,5
nmdc:bsm-11-042nd237,map04966,Collecting duct acid secretion [PATH:ko04966],9,11,9
nmdc:bsm-11-042nd237,map04970,Salivary secretion [PATH:ko04970],6,18,5
nmdc:bsm-11-042nd237,map04971,Gastric acid secretion [PATH:ko04971],6,14,5
nmdc:bsm-11-042nd237,map04972,Pancreatic secretion [PATH:ko04972],8,28,7
nmdc:bsm-11-042nd237,map04973,Carbohydrate digestion and absorption [PATH:ko04973],3,10,3
nmdc:bsm-11-042nd237,map04974,Protein digestion and absorption [PATH:ko04974],13,22,13
nmdc:bsm-11-042nd237,map04975,Fat digestion and absorption [PATH:ko04975],4,11,4
nmdc:bsm-11-042nd237,map04976,Bile secretion [PATH:ko04976],7,16,6
nmdc:bsm-11-042nd237,map04977,Vitamin digestion and absorption [PATH:ko04977],4,7,2
nmdc:bsm-11-042nd237,map04978,Mineral absorption [PATH:ko04978],6,14,6
nmdc:bsm-11-042nd237,map04979,Cholesterol metabolism [PATH:ko04979],7,11,6
nmdc:bsm-11-042nd237,map04980,Cobalamin transport and metabolism [PATH:ko04980],6,6,5
nmdc:bsm-11-042nd237,map04981,Folate transport and metabolism [PATH:ko04981],10,13,10
nmdc:bsm-11-042nd237,map04990,Domain-containing proteins not elsewhere classified [BR:ko04990],31,90,28
nmdc:bsm-11-042nd237,map05010,Alzheimer disease [PATH:ko05010],118,164,116
nmdc:bsm-11-042nd237,map05012,Parkinson disease [PATH:ko05012],108,142,106
nmdc:bsm-11-042nd237,map05014,Amyotrophic lateral sclerosis [PATH:ko05014],140,182,138
nmdc:bsm-11-042nd237,map05016,Huntington disease [PATH:ko05016],118,165,118
nmdc:bsm-11-042nd237,map05017,Spinocerebellar ataxia [PATH:ko05017],61,71,60
nmdc:bsm-11-042nd237,map05020,Prion disease [PATH:ko05020],103,133,100
nmdc:bsm-11-042nd237,map05022,Pathways of neurodegeneration - multiple diseases [PATH:ko05022],138,202,136
nmdc:bsm-11-042nd237,map05030,Cocaine addiction [PATH:ko05030],5,9,5
nmdc:bsm-11-042nd237,map05031,Amphetamine addiction [PATH:ko05031],10,16,10
nmdc:bsm-11-042nd237,map05032,Morphine addiction [PATH:ko05032],6,19,5
nmdc:bsm-11-042nd237,map05033,Nicotine addiction [PATH:ko05033],3,4,2
nmdc:bsm-11-042nd237,map05034,Alcoholism [PATH:ko05034],22,28,21
nmdc:bsm-11-042nd237,map05100,Bacterial invasion of epithelial cells [PATH:ko05100],13,28,11
nmdc:bsm-11-042nd237,map05110,Vibrio cholerae infection [PATH:ko05110],15,27,15
nmdc:bsm-11-042nd237,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111],54,47,47
nmdc:bsm-11-042nd237,map05120,Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120],16,27,16
nmdc:bsm-11-042nd237,map05130,Pathogenic Escherichia coli infection [PATH:ko05130],28,44,26
nmdc:bsm-11-042nd237,map05131,Shigellosis [PATH:ko05131],48,79,46
nmdc:bsm-11-042nd237,map05132,Salmonella infection [PATH:ko05132],55,80,53
nmdc:bsm-11-042nd237,map05133,Pertussis [PATH:ko05133],18,16,14
nmdc:bsm-11-042nd237,map05134,Legionellosis [PATH:ko05134],14,15,14
nmdc:bsm-11-042nd237,map05135,Yersinia infection [PATH:ko05135],17,35,15
nmdc:bsm-11-042nd237,map05140,Leishmaniasis [PATH:ko05140],6,10,6
nmdc:bsm-11-042nd237,map05142,Chagas disease [PATH:ko05142],8,18,8
nmdc:bsm-11-042nd237,map05143,African trypanosomiasis [PATH:ko05143],4,10,4
nmdc:bsm-11-042nd237,map05144,Malaria [PATH:ko05144],2,2,0
nmdc:bsm-11-042nd237,map05145,Toxoplasmosis [PATH:ko05145],7,17,7
nmdc:bsm-11-042nd237,map05146,Amoebiasis [PATH:ko05146],11,22,11
nmdc:bsm-11-042nd237,map05150,Staphylococcus aureus infection [PATH:ko05150],7,6,6
nmdc:bsm-11-042nd237,map05152,Tuberculosis [PATH:ko05152],30,35,30
nmdc:bsm-11-042nd237,map05160,Hepatitis C [PATH:ko05160],15,25,14
nmdc:bsm-11-042nd237,map05161,Hepatitis B [PATH:ko05161],8,27,8
nmdc:bsm-11-042nd237,map05162,Measles [PATH:ko05162],10,19,9
nmdc:bsm-11-042nd237,map05163,Human cytomegalovirus infection [PATH:ko05163],17,38,17
nmdc:bsm-11-042nd237,map05164,Influenza A [PATH:ko05164],17,28,16
nmdc:bsm-11-042nd237,map05165,Human papillomavirus infection [PATH:ko05165],42,86,42
nmdc:bsm-11-042nd237,map05166,Human T-cell leukemia virus 1 infection [PATH:ko05166],40,57,39
nmdc:bsm-11-042nd237,map05167,Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],17,34,17
nmdc:bsm-11-042nd237,map05168,Herpes simplex virus 1 infection [PATH:ko05168],15,27,14
nmdc:bsm-11-042nd237,map05169,Epstein-Barr virus infection [PATH:ko05169],29,42,27
nmdc:bsm-11-042nd237,map05170,Human immunodeficiency virus 1 infection [PATH:ko05170],26,50,26
nmdc:bsm-11-042nd237,map05171,Coronavirus disease - COVID-19 [PATH:ko05171],68,91,66
nmdc:bsm-11-042nd237,map05200,Pathways in cancer [PATH:ko05200],44,95,42
nmdc:bsm-11-042nd237,map05202,Transcriptional misregulation in cancer [PATH:ko05202],13,23,12
nmdc:bsm-11-042nd237,map05203,Viral carcinogenesis [PATH:ko05203],41,56,40
nmdc:bsm-11-042nd237,map05204,Chemical carcinogenesis - DNA adducts [PATH:ko05204],7,10,6
nmdc:bsm-11-042nd237,map05205,Proteoglycans in cancer [PATH:ko05205],20,48,19
nmdc:bsm-11-042nd237,map05206,MicroRNAs in cancer [PATH:ko05206],20,42,20
nmdc:bsm-11-042nd237,map05207,Chemical carcinogenesis - receptor activation [PATH:ko05207],15,34,15
nmdc:bsm-11-042nd237,map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],68,102,68
nmdc:bsm-11-042nd237,map05210,Colorectal cancer [PATH:ko05210],12,24,12
nmdc:bsm-11-042nd237,map05211,Renal cell carcinoma [PATH:ko05211],10,20,10
nmdc:bsm-11-042nd237,map05212,Pancreatic cancer [PATH:ko05212],8,20,8
nmdc:bsm-11-042nd237,map05213,Endometrial cancer [PATH:ko05213],8,15,8
nmdc:bsm-11-042nd237,map05214,Glioma [PATH:ko05214],10,15,9
nmdc:bsm-11-042nd237,map05215,Prostate cancer [PATH:ko05215],10,21,9
nmdc:bsm-11-042nd237,map05216,Thyroid cancer [PATH:ko05216],4,8,4
nmdc:bsm-11-042nd237,map05217,Basal cell carcinoma [PATH:ko05217],3,10,3
nmdc:bsm-11-042nd237,map05218,Melanoma [PATH:ko05218],5,9,4
nmdc:bsm-11-042nd237,map05219,Bladder cancer [PATH:ko05219],3,8,3
nmdc:bsm-11-042nd237,map05220,Chronic myeloid leukemia [PATH:ko05220],7,15,7
nmdc:bsm-11-042nd237,map05221,Acute myeloid leukemia [PATH:ko05221],4,11,4
nmdc:bsm-11-042nd237,map05222,Small cell lung cancer [PATH:ko05222],8,15,7
nmdc:bsm-11-042nd237,map05223,Non-small cell lung cancer [PATH:ko05223],7,13,7
nmdc:bsm-11-042nd237,map05224,Breast cancer [PATH:ko05224],10,26,9
nmdc:bsm-11-042nd237,map05225,Hepatocellular carcinoma [PATH:ko05225],17,38,16
nmdc:bsm-11-042nd237,map05226,Gastric cancer [PATH:ko05226],10,28,10
nmdc:bsm-11-042nd237,map05230,Central carbon metabolism in cancer [PATH:ko05230],16,21,15
nmdc:bsm-11-042nd237,map05231,Choline metabolism in cancer [PATH:ko05231],14,26,12
nmdc:bsm-11-042nd237,map05235,PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],9,14,9
nmdc:bsm-11-042nd237,map05321,Inflammatory bowel disease [PATH:ko05321],0,0,0
nmdc:bsm-11-042nd237,map05322,Systemic lupus erythematosus [PATH:ko05322],10,10,9
nmdc:bsm-11-042nd237,map05323,Rheumatoid arthritis [PATH:ko05323],12,15,12
nmdc:bsm-11-042nd237,map05340,Primary immunodeficiency [PATH:ko05340],3,3,3
nmdc:bsm-11-042nd237,map05410,Hypertrophic cardiomyopathy [PATH:ko05410],5,16,5
nmdc:bsm-11-042nd237,map05412,Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],1,12,1
nmdc:bsm-11-042nd237,map05414,Dilated cardiomyopathy [PATH:ko05414],3,16,3
nmdc:bsm-11-042nd237,map05415,Diabetic cardiomyopathy [PATH:ko05415],70,105,70
nmdc:bsm-11-042nd237,map05416,Viral myocarditis [PATH:ko05416],3,8,3
nmdc:bsm-11-042nd237,map05417,Lipid and atherosclerosis [PATH:ko05417],26,42,24
nmdc:bsm-11-042nd237,map05418,Fluid shear stress and atherosclerosis [PATH:ko05418],14,32,14
nmdc:bsm-11-042nd237,map09113,Global maps only,0,0,0
nmdc:bsm-11-042nd237,map99973,Transcription,12,8,7
nmdc:bsm-11-042nd237,map99974,Translation,8,7,6
nmdc:bsm-11-042nd237,map99975,Protein processing,29,28,28
nmdc:bsm-11-042nd237,map99976,Replication and repair,47,43,43
nmdc:bsm-11-042nd237,map99977,Transport,23,20,20
nmdc:bsm-11-042nd237,map99978,Cell growth,24,32,21
nmdc:bsm-11-042nd237,map99980,Enzymes with EC numbers,652,584,539
nmdc:bsm-11-042nd237,map99981,Carbohydrate metabolism,17,14,14
nmdc:bsm-11-042nd237,map99982,Energy metabolism,46,30,28
nmdc:bsm-11-042nd237,map99983,Lipid metabolism,8,6,6
nmdc:bsm-11-042nd237,map99984,Nucleotide metabolism,1,1,1
nmdc:bsm-11-042nd237,map99985,Amino acid metabolism,13,12,11
nmdc:bsm-11-042nd237,map99986,Glycan metabolism,14,12,11
nmdc:bsm-11-042nd237,map99987,Cofactor metabolism,13,11,11
nmdc:bsm-11-042nd237,map99988,Secondary metabolism,11,10,9
nmdc:bsm-11-042nd237,map99992,Structural proteins,41,39,36
nmdc:bsm-11-042nd237,map99993,Cell motility,7,6,5
nmdc:bsm-11-042nd237,map99994,Others,25,22,21
nmdc:bsm-11-042nd237,map99995,Signaling proteins,30,29,25
nmdc:bsm-11-042nd237,map99996,General function prediction only,79,71,69
nmdc:bsm-11-042nd237,map99997,Function unknown,284,249,249
nmdc:bsm-11-042nd237,map99998,Others,4,4,4
nmdc:bsm-11-042nd237,map99999,Others,8,7,7
nmdc:bsm-11-3p2mnz08,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],79,75,73
nmdc:bsm-11-3p2mnz08,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],52,51,49
nmdc:bsm-11-3p2mnz08,map00030,Pentose phosphate pathway [PATH:ko00030],61,57,55
nmdc:bsm-11-3p2mnz08,map00040,Pentose and glucuronate interconversions [PATH:ko00040],72,64,62
nmdc:bsm-11-3p2mnz08,map00051,Fructose and mannose metabolism [PATH:ko00051],83,74,72
nmdc:bsm-11-3p2mnz08,map00052,Galactose metabolism [PATH:ko00052],43,38,34
nmdc:bsm-11-3p2mnz08,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],39,33,32
nmdc:bsm-11-3p2mnz08,map00061,Fatty acid biosynthesis [PATH:ko00061],31,33,31
nmdc:bsm-11-3p2mnz08,map00062,Fatty acid elongation [PATH:ko00062],9,11,7
nmdc:bsm-11-3p2mnz08,map00071,Fatty acid degradation [PATH:ko00071],34,39,32
nmdc:bsm-11-3p2mnz08,map00073,"Cutin, suberine and wax biosynthesis [PATH:ko00073]",3,3,2
nmdc:bsm-11-3p2mnz08,map00074,Mycolic acid biosynthesis [PATH:ko00074],17,16,16
nmdc:bsm-11-3p2mnz08,map00100,Steroid biosynthesis [PATH:ko00100],20,15,13
nmdc:bsm-11-3p2mnz08,map00120,Primary bile acid biosynthesis [PATH:ko00120],5,6,5
nmdc:bsm-11-3p2mnz08,map00121,Secondary bile acid biosynthesis [PATH:ko00121],3,3,3
nmdc:bsm-11-3p2mnz08,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],48,38,37
nmdc:bsm-11-3p2mnz08,map00140,Steroid hormone biosynthesis [PATH:ko00140],6,4,3
nmdc:bsm-11-3p2mnz08,map00190,Oxidative phosphorylation [PATH:ko00190],137,142,120
nmdc:bsm-11-3p2mnz08,map00194,Photosynthesis proteins [BR:ko00194],22,22,19
nmdc:bsm-11-3p2mnz08,map00195,Photosynthesis [PATH:ko00195],15,16,14
nmdc:bsm-11-3p2mnz08,map00196,Photosynthesis - antenna proteins [PATH:ko00196],0,1,0
nmdc:bsm-11-3p2mnz08,map00199,Cytochrome P450 [BR:ko00199],43,24,19
