bin_oid	Bin ID	Genome Name	IMG Genome ID	Bin Lineage	Bin Methods	Created By	Date Added	Bin Completeness	Bin Contamination	Average Coverage	Total Number of Bases	5s rRNA	18s rRNA	28s rRNA	Scaffold Count
3300064003_21	3300064003_21	Soil microbial communities from coniferous forest in Wyoming, USA - M_L2_S2_M_Low	3300064003	Eukaryota; Ascomycota; Leotiomycetes; Pseudeurotiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-06-04	85.71	0	14.16	24810216	30	0	0	1348
3300063957_5	3300063957_5	Seawater microbial communities from Moreton Bay near Shorncliffe, QLD, Australia - JGI_BR_13SH02	3300063957	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-06-03	66.4	0	24.76	8926722	1	0	0	1061
3300061857_34	3300061857_34	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_1-s30 day 182	3300061857	Eukaryota; Basidiomycota	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	50	0	27.19	13904739	0	0	0	2074
3300061859_1	3300061859_1	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 182	3300061859	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	63.2	1.4	38.51	15704307	24	0	0	1238
3300061859_30	3300061859_30	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 182	3300061859	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Helotiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	89.85	0	37.77	32934138	41	0	5	2079
3300061859_33	3300061859_33	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 182	3300061859	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	67.29	6.39	93.32	22151509	40	1	0	1700
3300061859_7	3300061859_7	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 182	3300061859	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	95.11	0	180.06	28474257	30	0	0	832
3300061860_14	3300061860_14	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 210	3300061860	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	54.51	9.02	77.64	13870625	29	0	0	1922
3300061860_3	3300061860_3	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 210	3300061860	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	50	0	16.95	11341111	0	0	0	1976
3300061860_32	3300061860_32	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 210	3300061860	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	86.47	2.63	34.75	33253394	63	0	0	1056
3300061861_18	3300061861_18	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_84-s20 day 210	3300061861	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Didymosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	96.24	0.75	79.93	34966121	23	0	0	618
3300061861_4	3300061861_4	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_84-s20 day 210	3300061861	Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Nectriaceae; Fusarium	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	97.37	0	24.12	38128888	73	0	1	1248
3300061862_19	3300061862_19	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 245	3300061862	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	63.16	3.01	76.1	16303697	22	0	0	1374
3300061862_20	3300061862_20	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 245	3300061862	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	69.92	1.5	104.94	19747110	50	0	0	1266
3300061862_33	3300061862_33	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 245	3300061862	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Pleosporaceae; Alternaria	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	50.75	7.52	80.98	20310645	34	1	0	1602
3300061862_46	3300061862_46	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 245	3300061862	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	96.62	0	323.21	32933592	35	0	0	347
3300061863_12	3300061863_12	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 245	3300061863	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Sclerotiniaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	84.59	0.38	62.59	32621051	27	2	2	2032
3300061863_13	3300061863_13	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 245	3300061863	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	69.92	3.38	130.5	19860141	48	0	0	1153
3300061863_17	3300061863_17	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 245	3300061863	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	91.73	2.63	38.93	25084992	63	0	1	1302
3300061863_29	3300061863_29	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 245	3300061863	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	59.77	0.38	310.18	13968336	34	0	0	979
3300061863_46	3300061863_46	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 245	3300061863	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	99.25	3.38	96.55	42647279	46	0	0	701
3300061864_13	3300061864_13	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 308	3300061864	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	90.6	1.5	54.61	43809322	44	0	2	921
3300061864_29	3300061864_29	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 308	3300061864	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	73.68	3.01	119.35	23837839	20	0	1	1455
3300061864_40	3300061864_40	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 308	3300061864	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	72.56	2.63	49.07	15792187	38	0	0	1789
3300061865_39	3300061865_39	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_28-s55 day 365	3300061865	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Pleosporaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	54.89	3.38	30.46	22603127	28	0	0	2055
3300061865_44	3300061865_44	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_28-s55 day 365	3300061865	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	88.35	0.38	163.11	28673527	29	0	0	1423
3300061865_50	3300061865_50	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_28-s55 day 365	3300061865	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Helotiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	50.75	0.75	16.33	20171498	13	0	0	3233
3300063919_15	3300063919_15	Peat soil microbial communities from Marcell Experimental Forest, Minnesota, USA - QM0212_16O_15_5_3_SIPMG5	3300063919	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	51.8	0.2	17.2	18736357	2	1	0	2347
3300063923_2	3300063923_2	Peat soil microbial communities from Marcell Experimental Forest, Minnesota, USA - QM0382_16O14N-Ni_15_5_1_SIPMG6	3300063923	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	61.8	1	19.38	21977096	3	1	1	2712
3300063924_54	3300063924_54	Brackish water microbial communities from Brisbane River estuary near Indooroopilly, QLD, Australia - JGI_BR_12IN03	3300063924	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-30	90.6	1	15.88	11793242	5	1	1	941
3300061858_5	3300061858_5	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 182	3300061858	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Didymellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-28	79.7	7.89	103.5	30506481	53	4	3	1822
3300061858_6	3300061858_6	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 182	3300061858	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Didymellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-28	95.86	7.52	30.21	31170699	58	1	0	1072
3300063905_15	3300063905_15	Peat soil microbial communities from Marcell Experimental Forest, Minnesota, USA - QM0343_18O_25_5_4_SIPMG2	3300063905	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-28	66.4	0.6	16.99	20437983	1	1	0	2488
3300063884_5	3300063884_5	Peat soil microbial communities from Marcell Experimental Forest, Minnesota, USA - QM0372_16O14N-Ni_15_5_3_SIPMG4	3300063884	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-23	69.2	0.4	16.74	19584887	3	0	0	2755
3300063902_4	3300063902_4	Peat soil microbial communities from Marcell Experimental Forest, Minnesota, USA - QM0180_16O15N-Ni_15_5_2_SIPMG6	3300063902	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-23	70	0.6	27.22	23033260	1	2	0	2478
3300061179_4	3300061179_4	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_001-O-20210621-comp-1	3300061179	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-14	57.07	0.5	13.29	14817140	6	0	0	1388
3300061583_13	3300061583_13	Alder tree leaf litter microbial communities from Olympic Peninsula, Washington, USA - D10_SEK1_3_to_SEK1	3300061583	Eukaryota; Ascomycota; Leotiomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-14	58.27	0.75	10.01	15259351	12	0	0	2180
3300061583_4	3300061583_4	Alder tree leaf litter microbial communities from Olympic Peninsula, Washington, USA - D10_SEK1_3_to_SEK1	3300061583	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-14	87.97	3.01	15.84	26314513	24	1	2	1540
3300061620_48	3300061620_48	Brackish water microbial communities from Brisbane River estuary near Eagle Farm, QLD, Australia - JGI_BR_10EF01	3300061620	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Bathycoccus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-14	54	0.4	9.29	7438886	0	0	0	1317
3300061588_20	3300061588_20	Alder tree leaf litter microbial communities from Olympic Peninsula, Washington, USA - D5_SEK1_4_to_RHK1	3300061588	Eukaryota; Oomycota; Peronosporales; Peronosporaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-13	84	0.6	15.04	28752318	0	0	1	3051
3300061603_15	3300061603_15	Alder tree leaf litter microbial communities from Olympic Peninsula, Washington, USA - D10_RHK1_4_to_SEK1	3300061603	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-13	92.11	0	87.5	27408721	25	1	2	998
3300061477_18	3300061477_18	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Teratosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	58.27	0	276.94	17434901	35	0	0	862
3300061477_19	3300061477_19	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae; Parastagonospora	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	55.64	1.5	32.3	25168189	39	0	0	1475
3300061477_22	3300061477_22	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	60.53	4.51	134.61	20566497	50	0	0	1227
3300061477_56	3300061477_56	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	55.6	1.6	32.34	12798477	17	0	0	959
3300061477_60	3300061477_60	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	91.35	0.38	88.59	32648663	54	0	0	798
3300061477_63	3300061477_63	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	56	8.4	15.18	15947288	1	0	0	1264
3300061477_73	3300061477_73	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Ascomycota; Dothideomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	57.14	4.51	13.18	13953342	28	0	1	1636
3300061477_83	3300061477_83	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_43-s37 day 154	3300061477	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Mycosphaerellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	56.77	0.75	76.37	16525782	44	0	0	1228
3300063449_61	3300063449_61	Ectomycorrhizal root tips microbial communities from forest in Hassfurt, Bavaria, Germany - FranconianFor_RootTips (version 2)	3300063449	Eukaryota; Basidiomycota; Agaricomycetes; Agaricales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	68.24	2.48	7.64	13563733	0	0	0	162
3300063449_67	3300063449_67	Ectomycorrhizal root tips microbial communities from forest in Hassfurt, Bavaria, Germany - FranconianFor_RootTips (version 2)	3300063449	Eukaryota; Basidiomycota; Agaricomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	51.86	4.47	14.69	17966486	2	0	0	338
3300063449_73	3300063449_73	Ectomycorrhizal root tips microbial communities from forest in Hassfurt, Bavaria, Germany - FranconianFor_RootTips (version 2)	3300063449	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-08	57.32	0.74	24.04	17806758	2	0	0	62
3300061472_59	3300061472_59	Soil microbial communities from Satilla River mesohaline marsh, Georgia, USA - M1P_40_42	3300061472	Eukaryota; Fornicata	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	50.79	9.52	31.95	1699637	0	0	0	89
3300061474_6	3300061474_6	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_4-s115 day 91	3300061474	Eukaryota; Basidiomycota; Tremellomycetes; Tremellales; Cryptococcaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	92	0.4	26.45	17704726	12	0	1	427
3300061475_18	3300061475_18	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 91	3300061475	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	74.81	9.4	29.4	21333159	53	0	0	1457
3300061475_37	3300061475_37	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 91	3300061475	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	98.87	0.38	26.51	32006823	17	0	0	503
3300061475_38	3300061475_38	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_27-s27 day 91	3300061475	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae; Parastagonospora	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	81.58	0	77.36	31493288	42	1	2	1026
3300061476_22	3300061476_22	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_84-s20 day 91	3300061476	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Phaeosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	97.74	0.75	84.17	36208637	35	1	1	515
3300061476_27	3300061476_27	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_84-s20 day 91	3300061476	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	77.82	6.77	17.91	25196806	61	0	0	2040
3300061476_30	3300061476_30	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_84-s20 day 91	3300061476	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	87.22	0.75	556.11	19873522	51	0	0	960
3300061476_32	3300061476_32	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_84-s20 day 91	3300061476	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-07	81.2	3.01	25.31	22669622	62	0	0	1173
3300061639_91	3300061639_91	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_004-O-20210726-comp-1	3300061639	Eukaryota; Ascomycota; Leotiomycetes; Helotiales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-06	98.5	0	17.84	33255025	12	0	1	468
3300063414_134	3300063414_134	Ectomycorrhizal root tips microbial communities from forest in Frauenau, Bavaria, Germany - BavarianFor_RootTips (version 2)	3300063414	Eukaryota; Basidiomycota; Agaricomycetes; Boletales; Coniophoraceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-06	56.08	0.25	31.5	12400308	0	0	0	40
3300063414_152	3300063414_152	Ectomycorrhizal root tips microbial communities from forest in Frauenau, Bavaria, Germany - BavarianFor_RootTips (version 2)	3300063414	Eukaryota; Basidiomycota; Agaricomycetes; Agaricales; Tricholomataceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-06	61.54	2.48	10.78	11078168	0	0	0	88
3300063414_264	3300063414_264	Ectomycorrhizal root tips microbial communities from forest in Frauenau, Bavaria, Germany - BavarianFor_RootTips (version 2)	3300063414	Eukaryota; Basidiomycota; Agaricomycetes; Russulales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-06	94.54	1.99	14.16	39118317	12	2	0	42
3300063414_298	3300063414_298	Ectomycorrhizal root tips microbial communities from forest in Frauenau, Bavaria, Germany - BavarianFor_RootTips (version 2)	3300063414	Eukaryota; Ascomycota; Pezizomycetes; Pezizales; Tuberaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-06	50.75	0.38	5.76	33935904	32	1	1	473
3300063414_37	3300063414_37	Ectomycorrhizal root tips microbial communities from forest in Frauenau, Bavaria, Germany - BavarianFor_RootTips (version 2)	3300063414	Eukaryota; Basidiomycota; Agaricomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-06	75.15	0	5.38	24079549	4	0	0	197
3300061631_12	3300061631_12	Seawater microbial communities from Moreton Bay near Shorncliffe, QLD, Australia - JGI_BR_11SH03	3300061631	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2024-05-03	74.6	0.4	18.27	9452142	1	0	0	1383
